Issue_Key,Issue_Type,Reporter,Summary,Category,Problem_Category,Impact,Urgency,Priority,Close_Code,Status,Assigned_To,Parent_Incident,Description_(Workaround),Date_Created,Resolution_time_(in sec),Date_Resolved,Resolution
INC-0177310,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = SharePoint.Backup_-_TL, Job id = 40809AA5-E273-4B26-8523-B71996F4E417, run date = 20190922, runtime = 1500 for IALPMSELSPS",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-09-22 00:18,4654,2021-09-22 01:35,Done
INC-0177385,[System] Incident,IA SRS Integration,"spid35s     Error: 35278, Severity: 17, State: 1.   Availability database 'IA_CLOE_PROD', which is in the secondary role, is being restarted to resynchronize w",Hardware,Database Error,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check database status and AG status. Initiate switch over.,2021-09-22 13:21,68306,2021-09-23 08:19,Done
INC-0177386,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'G:' DB-Temp LOWER THAN THRESHOLD 10.0% (3071.70 MB),Hardware,Insufficient Disk Space,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2021-09-22 13:22,41132,2021-09-23 00:47,Done
INC-0177388,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'M:' SQL_DATA LOWER THAN THRESHOLD 5.0% (575686.25 MB),Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Phoebe Amazo,No Parent Incident,Increase disk space by 20% from original size,2021-09-22 13:30,960254,2021-10-03 16:14,Done
INC-0177390,[System] Incident,IA SRS Integration,ALERT-3278: filegroup space % used 95.43 % for filegroup LOG_GROUP in database BIDW too high >=90 % for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3278-ARM],Hardware,High Disk Usage,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check primary data file and log data file size.,2021-09-22 13:58,65410,2021-09-23 08:08,Done
INC-0177391,[System] Incident,IA SRS Integration,"spid43s     Error: 35278, Severity: 17, State: 1.   Availability database 'IA_SDH_PROD', which is in the secondary role, is being restarted to resynchronize wi",Hardware,Database Error,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check database status and AG status. Initiate switch over.,2021-09-22 14:35,64011,2021-09-23 08:21,Done
INC-0177407,[System] Incident,IA SRS Integration,PerfMon counter MEMORY->% COMMITTED BYTES IN USE->NONE has breached threshold 90 for 60 minutes.,Hardware,High Memory Usage,Minor / Localized,Low,Low,Solved (Work Around),Closed,Arriane Esienrica,No Parent Incident,Increase physical memory (RAM). Optimize Server memory settings. Close memory-intensive operations. Close idle sessions. Optimize query creation. ,2021-09-22 16:10,420259,2021-09-27 12:54,Done
INC-0177440,[System] Incident,IA SRS Integration,"Error: 9002, Severity: 17, State: 3.   The transaction log for database 'EDDH' is full due to 'ACTIVE_BACKUP_OR_RESTORE'.",Hardware,Full DB Storage,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Kill long running process. Rerun transaction log backup. Rerun  process,2021-09-22 22:52,33429,2021-09-23 08:09,Done
INC-0177441,[System] Incident,IA SRS Integration,"MSSQL Error: 17053. spid123     Error: 17053, Severity: 16, State: 1.   N:\Program Files\Microsoft SQL Server\MSSQL12.EBI_PP\MSSQL\Data\EDDH_log.ldf: Operating ",Hardware,Operating System Error,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check database status and ldf location. Restart database.,2021-09-22 22:52,33244,2021-09-23 08:06,Done
INC-0177444,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = User_BigDB_FULL_BK, Job id = 24A63081-6E29-49CC-A3E3-49D28523B64E, run date = 20190922, runtime = 173000 for IALPMSPLSQL02",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Arriane Esienrica,No Parent Incident,Rerun Job,2021-09-23 00:55,382353,2021-09-27 11:07,Done
INC-0177449,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = QoEMetrics_UsageSummary, Job id = 439E9377-2626-4966-BCDC-03B66A991567, run date = 20190923, runtime = 30000 for IALPMSPLS",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-09-23 03:12,50187,2021-09-23 17:08,Done
INC-0177450,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = User_SmallDB_Full_BK, Job id = 626B0D48-275B-463E-BF67-99CDB84B25EF, run date = 20190923, runtime = 24501 for IALPMSPLSQL0",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Arriane Esienrica,No Parent Incident,Rerun Job,2021-09-23 03:14,373864,2021-09-27 11:05,Done
INC-0177843,[System] Incident,IA SRS Integration,ALERT-3278: filegroup space % used 91.15 % for filegroup LOG_GROUP in database BIDW too high >=90 % for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3278-ARM],Hardware,High Disk Usage,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Phoebe Amazo,No Parent Incident,Check primary data file and log data file size.,2021-09-23 14:58,331380,2021-09-27 11:01,Done
INC-0177859,[System] Incident,IA SRS Integration,ALERT11-03: Unable to connect to one or more databases (IALDMSPLVMSQL08) configured in file local.cfg located in ALERT directory.,Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Phoebe Amazo,No Parent Incident,Restart monitoring tool,2021-09-23 15:13,6111,2021-09-23 16:54,Done
INC-0177860,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'N:' Logs LOWER THAN THRESHOLD 5.0% (46073.45 MB),Hardware,Insufficient Disk Space,Significant / Large,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2021-09-23 15:14,3978,2021-09-23 16:20,Done
INC-0177877,[System] Incident,IA SRS Integration,"MSSQL Error: 17053. spid70      Error: 17053, Severity: 16, State: 1.    N:\Program Files\Microsoft SQL Server\MSSQL12.EBI_PP\MSSQL\Data\BIDW_log.ldf: Operating",Hardware,Operating System Error,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check database status and ldf location. Restart database.,2021-09-23 15:23,42108,2021-09-24 03:04,Done
INC-0177879,[System] Incident,IA SRS Integration,"Error: 9002, Severity: 17, State: 4.    The transaction log for database 'BIDW' is full due to 'ACTIVE_TRANSACTION'.",Hardware,Full DB Storage,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Kill long running process. Rerun transaction log backup. Rerun  process,2021-09-23 15:23,41810,2021-09-24 02:59,Done
INC-0177970,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'N:' Logs LOWER THAN THRESHOLD 5.0% (46073.45 MB),Hardware,Insufficient Disk Space,Significant / Large,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2021-09-23 17:50,18074,2021-09-23 22:51,Done
INC-0177983,[System] Incident,IA SRS Integration,ALERT40-19: Error opening cursor metric3240_90 [System.Data.SqlClient.SqlException: User 'hp_ALERT' does not have permission to run DBCC showfilestats for datab,Hardware,Unauthorized Permission,Minor / Localized,Low,Low,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2021-09-23 18:52,30232,2021-09-24 03:15,Done
INC-0178016,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database BIDW for IALPMSPLSQL02\EBI_PP. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2021-09-23 22:38,16128,2021-09-24 03:06,Done
INC-0178024,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Log_FIle, Job id = 9D5A253F-AAF2-4FB0-9EE1-347FB9C17A56, run date = 20190924, runtime = 0 for IALPMSPLREC01> [Polic",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-09-24 00:03,4668,2021-09-24 01:20,Done
INC-0178043,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'H:' TempDB Log LOWER THAN THRESHOLD 10.0% (1535.70 MB),Hardware,Insufficient Disk Space,Minor / Localized,Low,Low,Cancelled,Closed,Unassigned,No Parent Incident,No action required. Ticket Invalid,2021-09-24 03:30,1225149,2021-10-08 07:49,Done
INC-0178056,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Database_Mirroring_Monitor_Job, Job id = 9FFC3C3E-F44B-421E-82AD-FCF65C0AFA88, run date = 20190924, runtime = 55500 for IA",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-09-24 05:57,4114,2021-09-24 07:05,Done
INC-0178072,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'Z:' Backup LOWER THAN THRESHOLD 5.0% (13055.85 MB),Hardware,Insufficient Disk Space,Minor / Localized,Low,Low,Solved (Permanently),Closed,Arriane Esienrica,No Parent Incident,Increase disk space by 20% from original size,2021-09-24 07:16,1285050,2021-10-09 04:13,Done
INC-0178902,[System] Incident,IA SRS Integration,ALERT11-03: Unable to connect to one or more databases (IALMMSELSQL01) configured in file local.cfg located in ALERT directory.,Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart monitoring tool,2021-09-25 15:06,299,2021-09-25 15:10,Done
INC-0179722,[System] Incident,IA SRS Integration,ALERT-3233: Database INFOLEASE_SIT_ME2 has not been backed up for 876000.00 hours >=72 hours for IALDMSVSSQL24. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2021-09-27 08:59,96988,2021-09-28 11:55,Done
INC-0179723,[System] Incident,IA SRS Integration,ALERT-3233: Database INFOLEASE_SIT_HALF has not been backed up for 876000.00 hours >=72 hours for IALDMSVSSQL24. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2021-09-27 08:59,96939,2021-09-28 11:54,Done
INC-0179724,[System] Incident,IA SRS Integration,ALERT-3233: Database IL_UAT_obfuscation_before has not been backed up for 259.00 hours >=72 hours for IALDMSVSSQL24. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2021-09-27 08:59,96553,2021-09-28 11:48,Done
INC-0179725,[System] Incident,IA SRS Integration,ALERT-3233: Database INFOLEASE_SITBI has not been backed up for 876000.00 hours >=72 hours for IALDMSVSSQL24. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2021-09-27 08:59,96757,2021-09-28 11:51,Done
INC-0179726,[System] Incident,IA SRS Integration,ALERT-3233: Database INFOLEASE_SIT_ADHOC has not been backed up for 876000.00 hours >=72 hours for IALDMSVSSQL24. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2021-09-27 08:59,96841,2021-09-28 11:53,Done
INC-0179727,[System] Incident,IA SRS Integration,ALERT-3233: Database IL_UAT_obfuscation_after has not been backed up for 259.00 hours >=72 hours for IALDMSVSSQL24. [Policy: ALERTMON-ALERT-3233-ARM],Hardware,Backup Missing,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Run database backup job or script,2021-09-27 08:59,97016,2021-09-28 11:55,Done
INC-0179982,[System] Incident,IA SRS Integration,"spid60      Error: 4014, Severity: 20, State: 11.    A fatal error occurred while reading the input stream from the network. The session will be terminated (inp",Hardware,Fatal Error,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,"Check database status and look for specific errors. If none, further monitor and restart database.",2021-09-27 15:54,72518,2021-09-28 12:02,Done
INC-0180038,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check Compatibility of client and server. Update client or server if necessary. Check firewall settings. Reconfigure network configurations if necessary.,2021-09-27 20:12,56755,2021-09-28 11:57,Done
INC-0180039,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Work Around),Closed,Unassigned,No Parent Incident,Check Compatibility of client and server. Update client or server if necessary. Check firewall settings. Reconfigure network configurations if necessary.,2021-09-27 20:15,56799,2021-09-28 12:01,Done
INC-0180041,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Work Around),Closed,Unassigned,No Parent Incident,Check Compatibility of client and server. Update client or server if necessary. Check firewall settings. Reconfigure network configurations if necessary.,2021-09-27 20:26,56066,2021-09-28 12:00,Done
INC-0180046,[System] Incident,IA SRS Integration,"Logon       Error: 17828, Severity: 20, State: 4.     The prelogin packet used to open the connection is structurally invalid; the connection has been closed. P",Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Work Around),Closed,Unassigned,No Parent Incident,Check Compatibility of client and server. Update client or server if necessary. Check firewall settings. Reconfigure network configurations if necessary.,2021-09-27 20:34,55571,2021-09-28 12:00,Done
INC-0180125,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = User_DB.Update_Statisticss_Task, Job id = 3C6B4DB8-B978-498D-86EA-E7AC8B244A4C, run date = 20190928, runtime = 23000 for B",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-09-28 06:04,304577,2021-10-01 18:40,Done
INC-0180127,[System] Incident,IA SRS Integration,ALERT-3014: # of blocked processes 64.00 too high >=20 for 2 collection intervals for IALPMSPLREC01. [Policy: ALERTMON-ALERT-3014-ARM],Hardware,Process Overflow,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check blocking process and ask permission to kill,2021-09-28 06:35,244,2021-09-28 06:39,Done
INC-0180134,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Log_FIle, Job id = 9D5A253F-AAF2-4FB0-9EE1-347FB9C17A56, run date = 20190928, runtime = 80000 for IALPMSPLREC01> [P",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-09-28 08:07,4429,2021-09-28 09:20,Done
INC-0180150,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'D:' SQL Apps LOWER THAN THRESHOLD 10.0% (4083.00 MB),Hardware,Insufficient Disk Space,Minor / Localized,Low,Low,Solved (Work Around),Closed,Marlowe Jamar De Lama,No Parent Incident,Increase disk space by 20% from original size,2021-09-28 09:11,342963,2021-10-02 08:27,Done
INC-0180164,[System] Incident,IA SRS Integration,ALERT-3030: Cannot connect to MS SQL Server IAFDMSPDSQ05. [Policy: ALERTMON-ALERT-3030-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2021-09-28 10:37,278701,2021-10-01 16:02,Done
INC-0180231,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'G:' DB-Temp LOWER THAN THRESHOLD 5.0% (1535.85 MB),Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Work Around),Closed,Marlowe Jamar De Lama,No Parent Incident,Increase disk space by 20% from original size,2021-09-29 00:58,192985,2021-10-01 06:34,Done
INC-0180233,[System] Incident,IA SRS Integration,PerfMon counter MEMORY->% COMMITTED BYTES IN USE->NONE has breached threshold 90 for 60 minutes.,Hardware,High Memory Usage,Minor / Localized,Low,Low,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2021-09-29 01:12,235139,2021-10-01 18:30,Done
INC-0180240,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'N:' Logs LOWER THAN THRESHOLD 5.0% (46073.45 MB),Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Work Around),Closed,Marlowe Jamar De Lama,No Parent Incident,Increase disk space by 20% from original size,2021-09-29 02:04,98082,2021-09-30 05:18,Done
